sample_id,reference,hypothesis,wer,cer
865,Akwadaa yi ho yɛ fɛ!,akwadaa yi ho yɛ fɛ,0.0,0.0
866,Adeɛ a emu yɛ duru ni!,adeɛ a emu yɛ duruni,0.3333,0.0
872,Wobɛtumi ama asɛmmisa nsɛmfua ho nhwɛsoɔ wɔ Asante Twi mu?,wobɛtumi ama asɛmmisansɛmfoɔ aho nhwɛsoɔ wɔ asantetwe mu,0.5,0.0625
876,Worehwehwɛ wo mpaboa no anaa?,yohihi yɛwu m paboa no anaa,0.8,0.3333
885,Ampɔnsaa kenkanee nwoma a ne papa tɔ maa no no.,ampo nsa akenkane nwomaa ne papatɔ maano no,0.8,0.0541
886,Ɔbaa no a ɔtɔɔ mpaboa nnora no kɔ.,ɔbaa no a ɔtɔɔ mpaboa nnorda no kɔ,0.125,0.0385
894,"Ɛtumi di dwuma sɛ ɔyɛfoɔ, ɔyɛtia anaa ɔgyefoɔ.",ɛtumi di dwuma sɛ ɔyɛfoɔ ɔyɛ tia anaa ɔgyefoɔ,0.25,0.0
903,Mehyiaa ɔbɔfoɔ no a ɔkumm gyata no.,mehyɛa ɔbɔfoɔ no a ɔkum gyata no,0.2857,0.1071
912,Fa w’ankasa nsɛmfua kyerɛkyerɛ ɔkasamufa mu.,wɔankasansɛnfoɔ akyerɛkyerɛ ɔkasa mofa m mo,1.0,0.2432
913,Ka wo mmuaeɛ no kyerɛ w’afɛfoɔ.,ka woo mmuaeɛ no kyerɛ wafɛfoɔ,0.1667,0.0417
924,Mekɔhunuu m’adamfo bi a na ɔredi ɛmo wɔ hɔ.,mekɔ hunu madamfo bi ana ɔrede ɛmo wɔ hɔ,0.5556,0.0606
932,Ekuo biara mma ɔkasamufa ahodoɔ a moasua no mu biara ho nhwɛsoɔ baako.,kuo biara mma ɔkasa mu fa ahodoa amoa so annommu biara ho nhwɛsoɔ baako,0.6154,0.0877
933,Ekuo biara nka ne mmuaeɛ nkyerɛ adesuafoɔ nkaeɛ no.,yɛkobiara nka ne mmuaeɛ nkyerɛ adesoafoɔ nkaeɛ no,0.3333,0.0952
938,Barima Kyei di fufuo daa.,barima tsɛi dii fufuo daak,0.6,0.25
939,Yɛde tete ɔkasamu ahodoɔ mu.,yɛre tete ɔkasa mu ahodoɔ mu,0.6,0.0435
940,Yɛde twa nsɛmfua binom tiawa.,yɛde twa nsɛmfoɔ binom teawa,0.4,0.125
941,Yɛde si anodisɛm kasasin anaa kasamu bi awieeɛ.,yɛde si anodesɛm kasasɛm anaa kasamo bi awieeɛ,0.375,0.1026
942,"Linda kaa sɛ, “Mepɛ akenkan”.",de nna kaa sɛ mepɛ akenka,0.6,0.1905
945,"Owusuaa kɔɔ kurom kɔtɔɔ mako, nkyene, sekan ne ankaa.",ɔsua kɔɔ kurom kɔtɔɔ mako nkyene sekan ne anka,0.2222,0.119
946,"Afua wɔ adan, kaa, mfuo ne nsase.",aanfthese are,1.0,0.7083
947,"Yɛde tete deeti, nkuro ne aman ahodoɔ ntam.",yɛde tetedete nkuro neaman ahodoɔ ntam,0.5,0.0588
949,"Menim Kumase, Sunyane, Takyiman ne Akyerɛnsua.",menim kumase sunyane tachiman ne akyerɛnhyia,0.3333,0.1316
950,Yɛde tete edin nkyerɛkyerɛmu ahodoɔ a ɛrekyerɛkyerɛ edin baako mu ntam.,yɛde tete edin nkyerɛkyerɛ mu ahodoɔ a ɛkyerɛkyerɛ ɛdin baako mu ntɛm,0.4545,0.0667
951,"Papa tuntum, tenten, kɛseɛ no ada.",papa tuntum tɛnten kɛseɛ no ada,0.1667,0.0385
952,"Dua kɛseɛ, tiatia, tuntum no abu.",dua kɛseɛ tiatia tuntum no abo,0.1667,0.04
956,Yɛde osisan si ɔkasamufa titire mmienu ntam.,yede ɔsesanse ɔkasa mofa titire mmienu ntɛm,0.7143,0.1622
957,"Makenkan nwoma ahodoɔ; Ehia Wo A, Nwu na m’ani gye ho pa ara.",makenkani woma ahodowɔ ehia wɔa ŋu na mani jye ŋu pa ara,0.6154,0.1778
959,Yɛde tete nneɛma ahodoɔ a yɛrebobɔ edin ntam.,yɛde tete nneɛma ahodoɔ ayɛrehoboidin ntam,0.375,0.0811
961,Yɛde ogya sɛnkyerɛnneɛ da ɔdedeɛ bi ada.,yɛde the tare de sɛnkyerɛneɛ ɛbɛ ɔdedeɛ bi ada,0.7143,0.3636
962,"Yɛde hyɛ asɛmfua bi mu de kyerɛ sɛ, atwerɛdeɛ bi ayera afiri beaeɛ pɔtee ba.",yɛdehyɛ asɛmfo mimu de kyerɛ sɛ akenneɛbi ayera ha by airportavor,0.7333,0.3667
963,N’agyapadeɛ no afiri ne nsa.,na gyapadeɛ no aferi ne nsa,0.6,0.0455
964,Yɛnam nkatomdeɛ so de da obi anom asɛm pɔtee bi ada.,yɛnam katomdie so deda obiaranom asɛmpɔteɛ bi ada,0.6364,0.1463
967,Yɛtumi sane nso de da abasɛm bi atifiasɛm ada.,yɛtumi sane so ledar basɛm bi atifi asɛm ada,0.6667,0.0811
969,Yɛsane de da anomsɛm pɔtee bi adi firi atwerɛ nkaeɛ no ho.,yɛsane de da nnumsɛ mpɔtɛɛ bi adi firi atwerɛ nkaeɛ no ho,0.1667,0.087
972,Yɛde nsɛmfua-ntam-abaa kyerɛ twaka anaa ayɔnkofa a ɛda nneɛma mmienu bi ntam.,yɛde nsɛmfoɔ ntamaba kyerɛ twaka anaa ayɔnko fa a ɛda nneɛma mmienu bi nta,0.4167,0.0635
973,Yɛnam so de nkyerɛkyerɛmu foforɔ bi ka deɛ ɛda dwa dada no ho.,yɛnam suo de nkyerɛkyerɛmmo foforɔ bi ka deɛ daa dadada no ho,0.3846,0.1224
975,Yɛtumi de si nsanhɔ anaa osiprenu ananmu.,yɛtumi deree sensan hɔ anaa ɔsipire no anammuo,0.8571,0.2647
977,Ɛkyerɛ ayɔnkofa anaa nsonsonoeɛ a ɛda nsɛmfua binom ntam.,akyire ayɔnkofa anaa nsonseneyɛ a ɛda nsɛmfoɔ binom ta,0.4444,0.2083
979,Yɛde si nteamu kasamu anaa ɔhyɛ kasamu akyi de da nkatedeɛ a ɛwɔ soro ada.,yɛde si ntiamu kasa mu anaa ɔhyɛ kasa mu akyi de da nkatedeɛ a ɛwɔ soro ada,0.3333,0.0169
980,Yɛde si asɛmmisa kasamu bi akya.,yɛde si asɛm sa kasam bi akya,0.5,0.1154
1000,Momfa mo mmuaeɛ no ntoto afoforɔ baanu bi deɛ ho.,wɔ mfa mɔ mmuayɛ no ntotɔ afoforɔ baa no budiɛ ho,0.8,0.2051
1004,Meduruu ɛhyɛngyinabea hɔ no na ɛhyɛn no atu dada.,mɛduru ahyɛ gyinabea hɔ no na ɛhyɛ no ato dada,0.5556,0.15
