sample_id,reference,hypothesis,wer,cer
724,Nyakɔsɔkɔsɔ vovovowoe ƒoa ƒu wɔa nyagbe.,nya kɔsɔkɔsɔ vovovo wu eƒua ƒu wu anya gbe,1.3333,0.0882
725,"Le kpɔɖeŋu sia me la, nya si wode ama lae nye ŋkɔnyakɔsɔkɔsɔ.",le kpɔleŋu sia me la nya si woɖe ama lae nye ŋkɔnya kɔsɔkɔsɔ,0.3333,0.0417
730,Wozãa nyakɔsɔkɔsɔwo tsɔna ɖea susuwo gblɔna.,wòzã nya kɔsɔkɔsɔwo tɔna bea susu wògblɔna,1.1667,0.1579
731,Wonye nu siwo wozãna vevie le nuƒoƒo kple nuŋɔŋlɔ me.,wunye nu siwo wosana vevie le nufofo kple nuŋɔŋlɔ me,0.3,0.093
732,Wozãa wo tsɔ naa gbedeasi siwo si gɔmesese le la.,wòzã wòtɔ nàgbeɖia si siwo si gɔm sesele la,0.7,0.2564
733,Wonana be gbedeasiwo alo nyawo me kɔna nyuie.,wona wò egbe ɖe suwo alo nyawo me kɔna nyuie,0.625,0.1622
737,Mite fli ɖe nyakɔsɔkɔsɔ siwo miede dzesi la ƒe tawo te.,mete ƒli ɖe nya kɔsɔkɔsɔ siwo miede ɖe si la ƒe tawo ti,0.6364,0.1136
739,"Le kɔsiɖa si va yi ƒe nuwuwu la, nye kple xɔ̃nyewo míeɖoe be míayi ɖe ƒuta.",le kwasia si va yi fenuwuwu la nye kple hɔ̃nyewo míeɖoe be míayi ɖe futa,0.3125,0.1053
740,Ŋdɔ vi aɖe ʋu ŋdi ma eye yame kɔ nyuie hena fefefefe.,ndovi ale vu ndima eyemi kɔ nyuiehena fefefe,0.9167,0.2439
743,Ya fafɛ si nɔ ƒoƒom le ƒua ta la na be míaƒe dzi dze eme nyuie.,ya fa fee si nɔ fofɔm le fɔa tala na be mia fedzi dze emenyuie,0.625,0.1915
744,"Esime míeɖo teti ko la, míenɔ anyi ɖe neti aɖe si ɖo vɔvɔli nyuie la te.",esime míeɖo tetiko la míenɔ anyi ɖe nɛti aɖe si ɖo vɔvɔli nyuie la te,0.1875,0.0182
750,Ƒutsotsoewo ƒe kɔkɔ ɖe kpeawo ŋu ƒe ɖiɖi nya le sesem ŋutɔ.,ƒutsotsowo ƒukɔkɔ ɖekpuiawo ŋu ƒe ɖiɖi nya le sesem ŋutɔ,0.4167,0.0851
752,Mida nyakɔsɔkɔsɔ ƒe ha vovovo siwo miede dzesii va yi (i.,míɖanya kɔsɔkɔsɔ ƒe havɔvɔvɔ siwo míede dzesii va yi,0.5455,0.1556
755,Migblɔ miaƒe ŋuɖoɖo la na klase la ne miadzro wo me.,mígblɔ míaƒe ŋuɖoɖo la na klasi la ne míadzro wo me,0.3636,0.0976
758,"Emegbe la, migblɔ miaƒe ŋuɖoɖoawo na klase la.",emegbe la mígblɔ míaƒe ŋuɖoɖoawo na klas la,0.375,0.0811
761,Nyagbekɔsɔkɔsɔ nye nyawo ƒe ƒuƒoƒo si me nuwɔƒe kple dɔwɔƒe le la.,nyagbe kɔsɔkɔsɔ nyinyawo fe fofofo si menuwɔ fe kple dɔwo feli la,0.75,0.1852
765,Fofonye kua ʋu yia asi me.,fofoni hale ati asi me,0.6667,0.45
769,Nyagbekɔsɔkɔsɔ ƒe ha gã evee li.,te li vi,1.0,0.8846
772,"Ŋkɔnya kple dɔwɔnya nɔa eme, eye gɔmesese nɔa esi le eɖokui si.",kɔnya kple dɔwɔnya nɔe me eye egɔme se nɔe si le eɖokui si,0.5833,0.12
775,Susu sia tae woyɔa nyagbekɔsɔkɔsɔ ƒe ha sia be nyagbekɔsɔkɔsɔ ɖokuisinɔtɔ ɖo.,susu sia tae wòyɔa nyagbe kɔsɔkɔsɔ ƒe ha sia be nyagbe kɔsɔkɔsɔ ɖoku si nɔ tɔ ɖo,0.75,0.0308
777,"Woawoe nye nyatakatɔ, nyabiatɔ, gbeɖetɔ kple seselelãmefiatɔ.",wòawoe nye nyatakatɔ nyabiatɔ gbeɖetɔ kple seselelãmefiatɔ,0.2857,0.0385
780,Yi ɖe intanɛti dzi nàxlẽ nu tso nyagbekɔsɔkɔsɔ ɖokuisinɔtɔ ƒe hawo ŋu.,yi ɖe intaneti dzi nàsule nu tso nya gbe kɔsɔ kɔsɔ ɖoku isi nɔ tɔfe hawò ŋu,0.9167,0.1034
783,Nyagbekɔsɔkɔsɔ ɖokuisinɔtɔ ƒe ha enee li ku ɖe dɔ si wɔm wole la ŋu.,nyabe kɔsɔkɔ ata susɔ ale bɔa ani li ku ɖe dɔ si wɔm wole la ŋu,0.5,0.3148
791,Akpa medzia vi wòɖia adeɣe o.,akpa mezia viwo ɖia aɖe ge o,0.8333,0.1304
795,Nyagbekɔsɔkɔsɔ gbeɖetɔ mehiã na nuwɔla o.,eya ku,1.0,0.8857
798,"Le ŋɔŋlɔ me la, nyagbekɔsɔkɔsɔ gbeɖetɔ wua enu kple ɣlidodzesi.",le eŋlɔnu lɔ me la míagbe kɔsɔkɔsɔ gbeɖetɔ wa enu kple elidɔ desi,0.7,0.1923
800,Àte ŋu ayɔ nyabianya siwo le Eʋegbe me la dometɔ aɖewoa?,ete nɔ ɔyɔ nya bia nya siwo le evegbe mela dometɔ adewɔ,0.9091,0.1778
806,Ame kae nye wò nufiala?,emekae nye wò nu fia la,1.2,0.1111
816,"Nenye be míeyi la, aƒle aŋuti la na mi.",ne nye be míeyi la afle aŋutilã na mi,0.5556,0.069
818,Nyagbekɔsɔkɔsɔ siwo te fli le la woe nye nyagbekɔsɔkɔsɔ ɖokuisimanɔtɔwo.,nya gbe kɔsɔ kɔsɔ siwo te fili leleawoe nye nya gbe kɔsɔ kɔsɔ ɖekusi manɔtɔwo,1.3,0.0645
823,Nyagbekɔsɔkɔsɔ ɖokuisimanɔtɔ ƒe ha etɔ̃e li ku ɖe woƒe wɔƒewo ŋu.,nagbe kɔsɔkɔsɔ ɖoku si manɔtɔ ƒe a etɔe li kuɖe wofiwɔ ƒe wo ŋu,0.9091,0.0943
826,Edzea egɔme kple ‘si’ hewɔa dɔ abe ŋkɔnyaɖɔnya ene le nyagbea me.,edzea egɔme kple sihiwɔa ɖɔ abe ŋkɔnyaɖɔnya ene le nyagbea me,0.25,0.0392
828,Menya ŋutsu si va afi sia.,eye nà bena gaɖa lɔ galɔ̃ ɖe nà ha nye,1.6667,1.2
837,Sukuvi si wɔ dɔ nyuie wu le dodokpɔ me la xɔ nunana.,sukuvi si wòɖo nyui wu le ɖoɖokpɔm la xɔ nu nana,0.5833,0.175
838,Nufiala si gbɔ nyemelɔ̃a nu le o la meva suku egbe o.,nufiala si gbɔ nye melɔ̃a nu le o la me va suku egbe o,0.3333,0.0
840,Danye ɖa nuɖuɖu si doa dzidzɔ nam vevie la.,ðe anyi ɖe nuɖuɖu si ɖoa ɖidzɔ nam vevie la,0.5556,0.2059
848,Eɖo ŋku edzi le ɣeyiɣi si me wòdzo le dɔwɔƒe la.,eɖu ŋku egi le wò yi si me wò dzo le ɖɔ fe la,0.7273,0.3243
849,"Ne míeɖu nu vɔ la, madzo.",ne míeɖu nu vɔ̃ la madzo,0.0,0.0
850,Nyagbekɔsɔkɔsɔ siwo te fli le va yi la katã nye nyagbekɔsɔkɔsɔ ɖokuisimanɔtɔwo.,yantitsin leba ŋutunu ke ta ɖe bata nɛ ƒe nye si ɖe fɔ ta bata be mani ɖo gbesa ne batɔ ta ƒo betia asi ɖe bata bata bata bata bata bata bata bata bata bata bata bata bata yebasa mone agbasa bata bata bata yebasa mone agbasa bata bata ke ɖe masatia ƒe ta afɔ ta,4.6667,2.597
858,Midzro miaƒe ŋuɖoɖowo me kple miaƒe nusrɔ̃hati bubu siwo le klase la.,midzro mía ƒe ŋuɖoɖowo me kple míaƒe nusrɔ̃hati bubu siwo le klas la,0.3333,0.0536
863,"Esime dɔ nɔ wuyem ta la, nye hã meƒle mɔlu la.",esime dɔnɔ wu yem ta la nye hã me flui mɔlu la,0.5455,0.1176
875,Wozãa tɔtɔdzesi tsɔna wua nyagbe nu.,wò si atsɔ tsɔ dzi si tsɔ na wɔa nyagbe nu,1.5,0.2333
876,Wozãnɛ tsɔna dea mama nyagbewo dome.,ozãna tsyɔna dia mama nyagbewo dome,0.5,0.1667
877,Wozãnɛ tsɔna dea dzesi nya aɖe si woto ɖe eme la.,wusanetsɔna dia dzesi nya ade siwo to de eme la,0.6364,0.1579
878,Wozãnɛ tsɔna dea dzesi numegbe ƒe nuwuƒe.,wòzã nɛtsɔna dia dze si numegbe fenu fe,1.0,0.2059
883,"Meyi asi me ɖaƒle atadi, dze, hɛ, kple aŋuti.",meyi asi menda fla atadi ze hɛ ple aŋut,0.5556,0.2121
884,"Aƒe, ʋu, gasɔ kple anyigba le Afiwɔ si.",afe buu gasɔ kple anyigba le afiwɔ si,0.25,0.1034
885,Wozãnɛ tsɔna dea mama ɣletiŋkekewo kple ƒe dome.,wozã nètsyɔna dia mama yi lé tinke kewo kple fidome,1.125,0.25
891,Wozãnɛ tsɔna maa nyagbekɔsɔkɔsɔ ɖokuisinɔtɔwo dome.,wu sa nètsɔna manyagbe kɔsɔkɔsɔ ɖoku sinɔ tɔwo ɖome,1.5,0.1333
892,Mexlẽ agbalẽ geɖewo; Ku le xɔ mee do dzidzɔ nam wu.,mefle geɖewo kule xɔ mee ɖo dzidzɔ nam wò,0.5455,0.2308
893,Meyi aƒe me; meyi ɖaɖu nu.,me yi afe me meyi ɖaɖo nu,0.6667,0.1053
894,Edea mama nu siwo yɔm wole ɖekaɖeka la dome.,edia mama nu siwo yɔm wole ɖeka ɖeka la ɖome,0.4444,0.0571
897,Nyaŋutidzesi sia nɔa ŋɔŋlɔdzesi aɖe si(wo) bu le nya aɖe me la teƒe.,nyaŋutiti si sia nɔa ŋu ŋu lɔ dze sia ɖe si woren bu le nya aɖe mela tee ƒe,1.0,0.1698
898,Ɖeviwo ƒ’ amebeble menyo o.,deviwɔ famebe blemenyo,1.0,0.1905
902,Wozãnɛ tsɔna dea dzesi agbalẽwo ƒe tanya le nuŋɔŋlɔ me.,wò sa ne tsɔna dia dzesi agbalẽwo feta nya le nuŋɔŋlɔ me,0.7,0.1333
904,Míezãa fli kpui le xexlẽmedzesi siwo tso blaeve-vɔ-ɖekɛ dzi tsɔ yii la ŋɔŋlɔ me.,nyi israel-flikpui le xexlẽmedzesi si wotsu blaeve vɔ̃ ɖeke dzi tsɔ yi la ŋɔŋlɔ me,0.7143,0.1875
