sample_id,reference,hypothesis,wer,cer
913,"Afua wɔ adan, kaa, mfuw ne nsase.",awoa wɔ adan kar mfu ne nsase,0.4286,0.1667
914,"Yɛde tete deeti, nkurow ne aman ahorow ntam.",yɛde tete date nkuro ne aman ahoranta,0.5,0.2
916,"Minim Kumase, Sunyane, Takyiman ne Akyerɛnsua.",,1.0,1.0
917,Yɛde tete edin nkyerɛkyerɛmu ahorow a ɛrekyerɛkyerɛ edin biako mu ntam.,yɛde tete edin nkyerɛkyerɛm ahoro a ɛrekyerɛ edin bea ko mu ntam,0.4545,0.1333
918,"Papa tuntum, tenten, kɛse no ada.",papa tuntum tenten kɛsi no ada,0.1667,0.04
919,"Dua kɛse, tiatia, tuntum no abu.",dua kɛse tiatia tuntum no abo,0.1667,0.0417
923,Yɛde osisan si ɔkasamufa titiriw abien ntam.,yɛde ɔsesanense ɔkasa mu fa titire abee ntam,0.8571,0.2432
924,"Makenkan nhoma ahorow; Ehia Wo A, Nwu na m’ani gye ho pa ara.",mekinkan hmɔ ahoro eiya waa nɔmei ntaatse ne keɔ ho paa,0.9231,0.5333
926,Yɛde tete nneɛma ahorow a yɛrebobɔ edin ntam.,yɛde teti neɛma hɔro ayɛribobɔ agin ntam,0.75,0.2162
928,Yɛde ogyawnsɛnkyerɛnne da ɔdede bi adi.,yede ogya nsɛnkyerɛne da ɔdedebi ade,1.0,0.1212
929,"Yɛde hyɛ asɛmfua bi mu de kyerɛ sɛ, akyerɛwde bi ayera afi beae pɔtee bi.",yɛde hyɛ asɛmfoɔ bi mmu de kyerɛ sɛ akyerɛ de bi ayerɛ afe baa kyee botaɛ bi,0.6,0.2456
930,Yɛnam nkatomde so de da obi anom asɛm pɔtee bi adi.,yɛnam katonde so deda obi anom asɛm pɔtei bi adi,0.3636,0.075
933,Yetumi san nso de da abasɛm bi atifi asɛm adi.,etom anso,1.0,0.8056
935,Yɛsan de da anomsɛm pɔtee bi adi fi akyerɛw nkae no ho.,yesan deda anomsɛmpɔteɛ bi ade fi akyerɛ w nkaen no ho,0.75,0.093
938,Yɛde nsɛmfua-ntam-abaa kyerɛ twaka anaa ayɔnkofa a ɛda nneɛma abien bi ntam.,yɛde nsɛmfoɔ ntam abaakyerɛ traka anaa ayɔnkofa a ɛda nneɛma abeɛm bi ntaf,0.5,0.1129
939,Yɛnam so de nkyerɛkyerɛmu foforo bi ka nea ɛda gua dedaw no ho.,yɛnam so de nkyerɛkyerɛ mfoforɔ bi kanea ɛda gwadedawo no ho,0.4615,0.08
940,"Nhwɛso Amma tɔɔ nnuaba (akutu, kwadu ne aborɔbɛ) wɔ kurom hɔ.",nhwɛso ama tɔ nnoaba kotu kwadu ne aborɔbɛn wɔ kurom hɔ,0.4545,0.1277
941,Yetumi de si nsanhɔ anaa osiprenu ananmu.,yɛtumi de si nsa hɔ anaa osupre no anamu,0.8571,0.1471
943,Ɛkyerɛ ayɔnkofa anaa nsonsonoe a ɛda nsɛmfua binom ntam.,ɛkyerɛ ayɔnkofa anaa sosone a ɛda nsɛmfoa binom ntam,0.2222,0.0851
945,Yɛde si nteamu kasamu anaa ɔhyɛ kasamu akyi de da nkatede a ɛwɔ soro adi.,yɛde si nteamu kasa mo anaa ɔhyɛ kasa mo akye deda nkatede a ɛwɔ soro ade,0.4667,0.069
946,Yɛde si asɛmmisa kasamu bi akyi.,yɛde si asɛmmisa akasa mu bi akyir,0.5,0.0769
966,Momfa mo mmuae no ntoto afoforo baanu bi de ho.,mma ɔbɔho mmuaeɛ no ntoto afoforo baanon bi le hɔ,0.6,0.2973
970,Meduu ɛhyɛngyinabea hɔ no na ɛhyɛn no atu dedaw.,modziwo ahyɛ gyinabea bɔ no na hyɛ no ato dedaw,0.6667,0.2821
971,"Me nnamfonom Oforiwaa,, Boatemaa, Gyamfuaa ne Kuma bɛba abɛsra yɛn.",minamfonom oforiwa boatima jyamfoa ne kuma bɛba abesra yɛn,0.6,0.1667
976,Kyerɛ nea nti a wode saa akyerɛw mu agyiraehyɛde no dii dwuma.,pataka dzeea wode saa akyerɛ lɛ nii agirɛ sɛde nɔ di dwuma,0.9167,0.46
986,Hwɛ sini a wɔde ato hɔ yi na watumi akenkan pii afa ɔkasasin ahorow no ho.,woasine a wɔde ato hɔ yi na woatumi akenkan pii afa ɔkasasi nahoro no ho,0.3125,0.1034
988,Kenkan linke a ɛwɔ ase hɔ no na nya nimdeɛ pii fa ɔkasasin ahorow no ho.,kentan link a ɛwɔ ase hɔno nanyanimdie pii fa ɔkasasin ahorow no hoo,0.5,0.0893
989,Kenkan linke a ɛwɔ ase hɔ a ɛfa kasamufa ne ne ahorow ho no.,kankan link wɔ ase hɔ aefa kasamufa ne ne ahoro,0.6429,0.2174
990,Kenkan linke a ɛwɔ ase hɔ no na nya nimdeɛ a ɛkɔ nkan.,kenkarn link wɔ ase hɔ no na nyanimdeɛ a ɛkɔ nkan,0.4615,0.0976
