sample_id,reference,hypothesis,wer,cer
764,Fuseni chani puuni Asibiri dali.,Nɛ chanipuni a Sibiriya Dalɛ.,1.0,0.3333
769,Manɛ jimanɛ kikɛ nɛ le be afɛltomu kɔ ewɔrɔpo.,ma nɛ jimaŋɛ kikɛ nɛ lebe a fɛl to mo kɔ e wora po.,1.2222,0.1081
772,Tee shi oya ‘Koso manaŋ’.,Oya koso menaŋgɔ.,0.6,0.5
774,Feeŋ tiŋ sa mbishi be akeniso ashi Ngbanyato aa?,Fɛŋ tiŋ sa mbishi bee a keni so ashi gbanya to a?,0.8889,0.1282
781,"Afɛltomu be bushi, afɛltobi gba kraa wɔtɔ nna.",Fɛlto mo bee bushi. Afɛltobi gba kraa wɔtɔ na.,0.5,0.1081
792,"Esi dɔ nɔ ewum vevie la, eɖa nu.","Nɛfɛ dɔnɔ e wun be viɛla, e daŋ nu.",1.0,0.3913
796,Kofi nim no afiri sε ɔyε.,Ofunimiltoim afreseoyɛ.,1.0,0.6316
800,Afɛltobi na be akeniso be nseto nɛ bu chaŋ esoso ere na.,Fatobi na bɛ a kenisobi nseŋ to Nebu chaŋ esoso ere na,0.5833,0.1591
802,Anye e buwi ntuŋ na to.,Ma e buwin tuŋ na to.,0.5,0.2353
807,Ku bee fara nɛ kedulwiso be katilemu (wanɛ?,’ ‘Kanyɛn’,1.0,0.8824
812,Kafui xlĕ agbalĕ si fofoa nε la nyuie.,Kafu seri agbarisi wɔ foa nɛ lanyɛ.,1.0,0.4
814,Nyɔnu si ƒle avɔ etsɔ la dzo.,nyɔn sifleavo etɔlado.,1.0,0.2273
816,Baa nyi fanɛ mmalgaba nɛ amobe kaseto chaŋ na la adulwiso be afɛlto nna.,M maa nyi fanɛ malgaba nɛ amo be kaseto chaŋ na la adɔlwuso be Afɛlto na.,0.5,0.1034
818,Ku beeŋ tiŋ n shuŋ fanɛ ewɔrɔpo nko esɔpo (tanyuso nɛ tangelge).,Kɔ beeŋ tiŋ n shuŋ fanɛ ewurpo ŋ kɔ esopo tɔnyi so Netangel Gein.,0.75,0.22
849,"Akoŋ ka kɔ ma so, nɛ malɛgba tɔ amalo.",Akoŋ kakɔ ma so nɛ malɛ gba tɔ a malɔ.,0.6667,0.0357
854,"Nԑ tuŋso, menye a sa afɛlto be ntuŋ nɛ menye bii na be kekama be akeniso.",Zɛfɛ a sa afɛltobi n choŋ nɛ menyeebia na be kekama be a keni so.,0.6875,0.3214
855,Chigeto n sa bebiipo kikɛ nɛ bu pin afɛlto be katuŋ monɛ a wɔ akeniso na to.,Chigoto nsaba biipo kikɛ nɛ b pin Afɛlto bee katuŋ. Mo nɛ a wɔ a kenisona to.,0.5882,0.0678
859,Ade la akurso ko nna nɛ a bee luwe mmalgafol nko kamalga to.,Adila akɔrso ko nani a bee luwe malgafɔl ŋko kamalga to.,0.5385,0.1489
861,Keyili be kurso bee luwe kamalgafol to nna.,Kili bee kurso bee luwe kamalga fɔlto na.,0.625,0.1429
862,Ku bee ŋini kekute be kamalgafolshiŋ nko kamalgafol be lalaluwe nna.,Kubeeŋini keekutebi kamalga fɔlshin ko kamalga fɔlbi lalaluwe na,0.9091,0.1228
863,"Ntuwe yɛ, “Mee sha kakraŋ”.",Ntoeya! Mee sha kakraŋ,0.4,0.1579
864,"Awodima kaŋɛ, “Ebɔrɛ beeŋ tiŋ”.",Ebɔrɛ beeŋ tiŋ,0.4,0.4783
869,"N yɔ kibɛ n ya tɔ jintere, mfol, kasaŋɛ nɛ dorobi.",n yɔ kebɛ n ya tɔ jintre n fol kasaŋɛ nɛ dorobi.,0.3636,0.0811
870,"Ndefoso kɔ alaŋ, ekuloŋ nɛ kadͻsawule.",Ekulomi kadesawule.,1.0,0.5484
871,"Ku bee barga nchɛ, nde nɛ efuliana to nna.",Kubee ba gaŋ chɛ nde nɛ efuliana to na.,0.5556,0.0938
873,A bee barga adulwiso monɛ a bee delge ketere koŋwule so nna.,a bee barga adɔr ko manɛ a bee delge ketere koŋwule so nna.,0.25,0.125
874,"Kebinyɛnbi tenteŋ, lembir, lɛla na bee di nna.","Kabinyɛmbi tenteŋ, lembir, lela na bee dii na.",0.5,0.1111
875,"Kaboe danto, shimbi na bee tɔrɔ ga.",Ka bee danto shimbi na bee tɔrɔ ga.,0.2857,0.037
880,A bee barga afɛltomu anyɔ to nna.,a bee baga a fɛta mo anyɔ to nna.,0.5714,0.1538
881,N kraŋ nwol damta; Ndefoso be kawol na nɛ mee sha ga.,Kran Woldamta and the Foso Beka Woldar Nimeesha ga.,0.9167,0.2
883,Ku bee barga asɔ kargaso nna a yili.,Bee ba ga asɔ ka ga so nna a yili.,0.75,0.1429
884,"N yɔ kibɛ n ya tɔ asɔrso fanɛ; kodu, lemu, mangu nɛ dorobi.","N yɔ kebɛ n ya tɔɔ asɔri so fanɛ, kodu, lemu, maaŋ gu nɛ dorobi.",0.4615,0.1163
886,Akuteso be kurso bee ŋini kekute esa be kamalga gbagba to nna.,Aketa so bee kurso bee ŋini kokute esa bee ka malga gbagba to nna.,0.5833,0.1
887,"Awaaba kaŋɛ, “Ebɔrɛ be saŋɛ e walɛ”.","Awaaba kaŋɛ, “Ebɔrɛ bee saŋɛ e walɛ.”",0.1429,0.0385
888,"Mobaasha kaŋɛ ma fanɛ, “Ntuto ela Awundre”.","Mo baa sha kaŋɛ ma fanɛ, ntuto e la awundre.",0.7143,0.0
889,A beeŋ naŋ tiŋ fara nwol be amu nko nwol tenteŋ be mba.,a beeŋ naŋ tiŋ n fara nwɔl bɛ amo ŋko nwɔl tentembi m ba.,0.6923,0.1905
890,N kraŋ kawol nɛ baa tere “Bɛ Ebɔrɛ so”.,ŋ kraŋ kawɔl nɛ baa tre bɛ Ebɔrɛ so.,0.3333,0.1071
891,Amama yɛ e kraŋ baru be kawol nɛ baa tere “Ŋana Ebɔrɛ”.,a maa maa yɛ ekrambaru be kawɔl nɛ baa tre. “Ŋana Ebɔrɛ!”,0.5833,0.122
895,Nsukurubia bee yͻ sukuru Atania-Alijima.,,1.0,1.0
899,Anyee ta abɔaya be daŋɛso nna a wɔtɔ amo to.,nyɛta abɔya be daŋɛse nna awɔtɔ amo to.,0.6,0.1471
903,Eŋinipo monɛ baa tere Nyɛfianɔto na (enio lɛla) ba mfa ndre.,Eŋinipo mo nɛ baa tre nyafɛnɔ to na yodo deyɔlaba nfaŋ dreŋ.,0.9091,0.2979
904,Mborobi na (Asana nɛ Alasan) beeŋ bɔ anye so kabre.,"Mburobi na sa na, Kisanɛlasan beeŋ bɔ anyi so kabre.",0.5,0.2051
905,Ku bee tiŋ a yili ewushi nko keŋini be kurso be ayato nna.,Buu bee tiŋ a yili ewushi ŋko keŋini bee kursobi ayatɔŋ na.,0.5385,0.1556
906,E nyagbo n tuwe mbishi na–Ayai!,nyiagbo n tu embishi na ayai.,1.0,0.125
908,Ku bee ŋini kananɛ mmalgaba anyɔ bee liɛ abar nko bee chikpar abar nna.,Ku bee ŋini kananɛ mmalga ba anyɔ bee lia a ba ŋko bee chɛkpa a ba nna.,0.6429,0.1053
