sample_id,reference,hypothesis,wer,cer
905,Takukwi selo maama bibeiri sem na lɔge se kura ne to ye (keinseini takukua) takukunabwona mo.,Ta-ko kwei salo maama bi-beirisim na lɔge se kura ne to ye ke seini ta ko kwoa ta ko ko nabwona mu.,0.9375,0.16
928,Ko ye makke na mae de kweeli tapuni se ko bere we de guri to mo.,Ko yi ma ke na mae de kweeli tapu ne se ko bere we de guri to mo.,0.3125,0.0625
929,Taane paare mae de guri tapuni mo.,Seta ne paare mae de guri ta puni mo.,0.5714,0.1111
930,Ba mae de ba pɔɔre tapuna daane.,Ba maane de ba pɔɔre tapona daane.,0.2857,0.12
931,A vei se a yeigi wonnu mo.,Virisi a yeigi wonnu mo.,0.4286,0.2105
932,De yeini de wo botarebu na gwoni o popone to gurim ne mo.,De yeini de wo botare bu na gwoni wo popone to guri menem.,0.4615,0.0682
933,De mae de bere ni-yeila taane gurim.,Dei mae de bere-ne yela taane Gurim.,0.4286,0.1071
936,"A vei yaga mo a yeigi nanjua, yɛ, seo, de leimuni.","O vei yaga mo. A yagi nam jwa yɛ, see-o, de lei mo ni.",0.7273,0.1944
937,"Awɛtua jege sane, lɔɔra de tega.","A rɛ to, a jege saane, lɔa de teka.",1.1667,0.24
938,"Ka mae ka pɔɔre chana da, kateira de teene daane.","Ka maa ye ka pɔɔre chana da, ka teera de teene daane.",0.4,0.0789
940,Ka mae ka pɔɔre yereseina yalo na mae ya seini yere dedoa to mo daane.,Ka ma ye ka pɔɔre yere seena yalo na ma ye ya seeni yere dedoa to mo daane.,0.4667,0.0727
947,Kɔlɔn-kukua mae ka pɔɔre takuku-dɛɛra yalei mo daane.,O lɔn-kokwa maa ye ka-pɔɔre ta koko dɛɛra ya lei mo daane.,1.25,0.186
948,A gage twanno dedɛ; ‘Asuba’ mo a swoi te maama wuu wone.,"A gai chwaane-o dedɛ, a so-ba mo á swoi te maama wo wone.",0.5,0.2195
950,Ka mae ka pɔɔre wonnu yera na bwoŋi ya twoŋi da kwaga to mo daane.,Ka ma ye ka pɔɔre wonnu yera na bwoŋi ya toŋe da-kwaga to mo daane.,0.3333,0.0588
958,Ya mae ya bere botarebia balo na ye ni-yeila taane to mo tapane wone.,Ja maa ya bere botare bia balo na yeini yela taane to mo á pa-ne wone.,0.5714,0.1111
962,Hafene mae de bere pwola kalo na tigi wonnu laŋa ne to mo.,Ha fɛ-ne mae de bere pula kalo na tigi wonnu laŋa ne to mo.,0.2308,0.0667
965,De ta mae de bere wonnu telei yedaane mo.,Dé ta mae dé bere wonnu telei ye daane mɔ.,0.5556,0.0938
967,De mae de lei botarebia na dwoi dedoa to mo daane se ba ji botarebu-doa.,Demide le botare-bia na jwei dedoa to mo daane se ba jege botare-budoa.,0.4,0.1429
968,A-gwoni-dakwoala-a-che -waaro boboŋe dem bere swa.,A gwoni n dae kwala a che waaro boboŋe dɛ n bere swa.,1.5,0.1282
969,Sikuuli bia bam ke ka-seigi se ka-lware mo ba kwɛɛra.,Yekulibia bam ke ka seigi se ka lɔa le mo ba kwɛɛra.,0.7,0.122
976,A yuywa bam (Adoa de Kadoa) ti sεkɔndere sikuuli.,"Ka yua bam, á doa de ka-doa, tei se kɔn-dere se kuu lei.",1.1111,0.2105
978,De wae de leiri kɔma naa kɔlɔm yuu ne de toŋa.,De wae de leiri kɔ manna kolom yuu ne de toŋa.,0.2727,0.0857
